id,restaurant_id,week_day,opening_time,closing_time,created_at,updated_at
35,125,saturday,2025-11-10 09:00:43.905975,2025-11-10 21:00:43.905976,2025-04-23 07:22:12.048235,2025-04-23 07:22:12.048235
36,126,sunday,2025-11-10 09:00:43.906154,2025-11-10 21:00:43.906156,2025-04-07 21:01:06.971578,2025-04-07 21:01:06.971578
37,126,monday,2025-11-10 09:00:43.906157,2025-11-10 21:00:43.906158,2025-04-07 21:01:06.971578,2025-04-07 21:01:06.971578
38,126,tuesday,2025-11-10 09:00:43.906160,2025-11-10 21:00:43.906161,2025-04-07 21:01:06.971578,2025-04-07 21:01:06.971578
39,126,wednesday,2025-11-10 09:00:43.906162,2025-11-10 21:00:43.906163,2025-04-07 21:01:06.971578,2025-04-07 21:01:06.971578
40,126,thursday,2025-11-10 09:00:43.906164,2025-11-10 21:00:43.906165,2025-04-07 21:01:06.971578,2025-04-07 21:01:06.971578
41,126,friday,2025-11-10 09:00:43.906167,2025-11-10 21:00:43.906168,2025-04-07 21:01:06.971578,2025-04-07 21:01:06.971578
42,126,saturday,2025-11-10 09:00:43.906169,2025-11-10 21:00:43.906170,2025-04-07 21:01:06.971578,2025-04-07 21:01:06.971578
43,127,sunday,2025-11-10 09:00:43.906403,2025-11-10 21:00:43.906404,2025-05-01 11:02:17.967630,2025-05-01 11:02:17.967630
44,127,monday,2025-11-10 09:00:43.906406,2025-11-10 21:00:43.906407,2025-05-01 11:02:17.967630,2025-05-01 11:02:17.967630
45,127,tuesday,2025-11-10 09:00:43.906408,2025-11-10 21:00:43.906409,2025-05-01 11:02:17.967630,2025-05-01 11:02:17.967630
46,127,wednesday,2025-11-10 09:00:43.906410,2025-11-10 21:00:43.906411,2025-05-01 11:02:17.967630,2025-05-01 11:02:17.967630
47,127,thursday,2025-11-10 09:00:43.906413,2025-11-10 21:00:43.906414,2025-05-01 11:02:17.967630,2025-05-01 11:02:17.967630
48,127,friday,2025-11-10 09:00:43.906415,2025-11-10 21:00:43.906416,2025-05-01 11:02:17.967630,2025-05-01 11:02:17.967630
49,127,saturday,2025-11-10 09:00:43.906417,2025-11-10 21:00:43.906418,2025-05-01 11:02:17.967630,2025-05-01 11:02:17.967630
50,128,sunday,2025-11-10 09:00:43.906779,2025-11-10 21:00:43.906780,2025-07-13 00:37:11.803817,2025-07-13 00:37:11.803817
51,128,monday,2025-11-10 09:00:43.906782,2025-11-10 21:00:43.906783,2025-07-13 00:37:11.803817,2025-07-13 00:37:11.803817
52,128,tuesday,2025-11-10 09:00:43.906784,2025-11-10 21:00:43.906785,2025-07-13 00:37:11.803817,2025-07-13 00:37:11.803817
53,128,wednesday,2025-11-10 09:00:43.906787,2025-11-10 21:00:43.906788,2025-07-13 00:37:11.803817,2025-07-13 00:37:11.803817
54,128,thursday,2025-11-10 09:00:43.906789,2025-11-10 21:00:43.906790,2025-07-13 00:37:11.803817,2025-07-13 00:37:11.803817
55,128,friday,2025-11-10 09:00:43.906791,2025-11-10 21:00:43.906792,2025-07-13 00:37:11.803817,2025-07-13 00:37:11.803817
56,128,saturday,2025-11-10 09:00:43.906794,2025-11-10 21:00:43.906795,2025-07-13 00:37:11.803817,2025-07-13 00:37:11.803817
57,129,sunday,2025-11-10 09:00:43.906991,2025-11-10 21:00:43.906992,2025-07-02 20:21:36.135461,2025-07-02 20:21:36.135461
58,129,monday,2025-11-10 09:00:43.906994,2025-11-10 21:00:43.906995,2025-07-02 20:21:36.135461,2025-07-02 20:21:36.135461
59,129,tuesday,2025-11-10 09:00:43.906996,2025-11-10 21:00:43.906997,2025-07-02 20:21:36.135461,2025-07-02 20:21:36.135461
60,129,wednesday,2025-11-10 09:00:43.906998,2025-11-10 21:00:43.906999,2025-07-02 20:21:36.135461,2025-07-02 20:21:36.135461
61,129,thursday,2025-11-10 09:00:43.907001,2025-11-10 21:00:43.907002,2025-07-02 20:21:36.135461,2025-07-02 20:21:36.135461
62,129,friday,2025-11-10 09:00:43.907003,2025-11-10 21:00:43.907004,2025-07-02 20:21:36.135461,2025-07-02 20:21:36.135461
63,129,saturday,2025-11-10 09:00:43.907005,2025-11-10 21:00:43.907006,2025-07-02 20:21:36.135461,2025-07-02 20:21:36.135461
64,130,sunday,2025-11-10 09:00:43.907238,2025-11-10 21:00:43.907239,2025-07-14 16:23:42.282568,2025-07-14 16:23:42.282568
65,130,monday,2025-11-10 09:00:43.907240,2025-11-10 21:00:43.907241,2025-07-14 16:23:42.282568,2025-07-14 16:23:42.282568
66,130,tuesday,2025-11-10 09:00:43.907243,2025-11-10 21:00:43.907244,2025-07-14 16:23:42.282568,2025-07-14 16:23:42.282568
67,130,wednesday,2025-11-10 09:00:43.907245,2025-11-10 21:00:43.907246,2025-07-14 16:23:42.282568,2025-07-14 16:23:42.282568
68,130,thursday,2025-11-10 09:00:43.907248,2025-11-10 21:00:43.907249,2025-07-14 16:23:42.282568,2025-07-14 16:23:42.282568
69,130,friday,2025-11-10 09:00:43.907250,2025-11-10 21:00:43.907251,2025-07-14 16:23:42.282568,2025-07-14 16:23:42.282568
70,130,saturday,2025-11-10 09:00:43.907252,2025-11-10 21:00:43.907253,2025-07-14 16:23:42.282568,2025-07-14 16:23:42.282568
71,131,sunday,2025-11-10 09:00:43.907414,2025-11-10 21:00:43.907415,2025-07-02 10:34:34.519124,2025-07-02 10:34:34.519124
72,131,monday,2025-11-10 09:00:43.907417,2025-11-10 21:00:43.907418,2025-07-02 10:34:34.519124,2025-07-02 10:34:34.519124
73,131,tuesday,2025-11-10 09:00:43.907419,2025-11-10 21:00:43.907420,2025-07-02 10:34:34.519124,2025-07-02 10:34:34.519124
74,131,wednesday,2025-11-10 09:00:43.907421,2025-11-10 21:00:43.907422,2025-07-02 10:34:34.519124,2025-07-02 10:34:34.519124
75,131,thursday,2025-11-10 09:00:43.907424,2025-11-10 21:00:43.907425,2025-07-02 10:34:34.519124,2025-07-02 10:34:34.519124
76,131,friday,2025-11-10 09:00:43.907426,2025-11-10 21:00:43.907427,2025-07-02 10:34:34.519124,2025-07-02 10:34:34.519124
77,131,saturday,2025-11-10 09:00:43.907428,2025-11-10 21:00:43.907429,2025-07-02 10:34:34.519124,2025-07-02 10:34:34.519124
78,132,sunday,2025-11-10 09:00:43.907657,2025-11-10 21:00:43.907658,2025-08-30 15:49:15.622790,2025-08-30 15:49:15.622790
79,132,monday,2025-11-10 09:00:43.907660,2025-11-10 21:00:43.907661,2025-08-30 15:49:15.622790,2025-08-30 15:49:15.622790
80,132,tuesday,2025-11-10 09:00:43.907664,2025-11-10 21:00:43.907665,2025-08-30 15:49:15.622790,2025-08-30 15:49:15.622790
81,132,wednesday,2025-11-10 09:00:43.907666,2025-11-10 21:00:43.907667,2025-08-30 15:49:15.622790,2025-08-30 15:49:15.622790
82,132,thursday,2025-11-10 09:00:43.907668,2025-11-10 21:00:43.907669,2025-08-30 15:49:15.622790,2025-08-30 15:49:15.622790
83,132,friday,2025-11-10 09:00:43.907670,2025-11-10 21:00:43.907671,2025-08-30 15:49:15.622790,2025-08-30 15:49:15.622790
84,132,saturday,2025-11-10 09:00:43.907673,2025-11-10 21:00:43.907674,2025-08-30 15:49:15.622790,2025-08-30 15:49:15.622790
85,133,sunday,2025-11-10 09:00:43.907954,2025-11-10 21:00:43.907955,2025-08-18 19:31:37.500193,2025-08-18 19:31:37.500193
86,133,monday,2025-11-10 09:00:43.907956,2025-11-10 21:00:43.907957,2025-08-18 19:31:37.500193,2025-08-18 19:31:37.500193
87,133,tuesday,2025-11-10 09:00:43.907959,2025-11-10 21:00:43.907960,2025-08-18 19:31:37.500193,2025-08-18 19:31:37.500193
88,133,wednesday,2025-11-10 09:00:43.907961,2025-11-10 21:00:43.907962,2025-08-18 19:31:37.500193,2025-08-18 19:31:37.500193
89,133,thursday,2025-11-10 09:00:43.907963,2025-11-10 21:00:43.907964,2025-08-18 19:31:37.500193,2025-08-18 19:31:37.500193
90,133,friday,2025-11-10 09:00:43.907966,2025-11-10 21:00:43.907967,2025-08-18 19:31:37.500193,2025-08-18 19:31:37.500193
91,133,saturday,2025-11-10 09:00:43.907968,2025-11-10 21:00:43.907969,2025-08-18 19:31:37.500193,2025-08-18 19:31:37.500193
92,134,sunday,2025-11-10 09:00:43.908219,2025-11-10 21:00:43.908221,2025-02-20 17:56:52.280059,2025-02-20 17:56:52.280059
93,134,monday,2025-11-10 09:00:43.908222,2025-11-10 21:00:43.908223,2025-02-20 17:56:52.280059,2025-02-20 17:56:52.280059
94,134,tuesday,2025-11-10 09:00:43.908225,2025-11-10 21:00:43.908226,2025-02-20 17:56:52.280059,2025-02-20 17:56:52.280059
95,134,wednesday,2025-11-10 09:00:43.908227,2025-11-10 21:00:43.908228,2025-02-20 17:56:52.280059,2025-02-20 17:56:52.280059
96,134,thursday,2025-11-10 09:00:43.908229,2025-11-10 21:00:43.908230,2025-02-20 17:56:52.280059,2025-02-20 17:56:52.280059
97,134,friday,2025-11-10 09:00:43.908232,2025-11-10 21:00:43.908235,2025-02-20 17:56:52.280059,2025-02-20 17:56:52.280059
98,134,saturday,2025-11-10 09:00:43.908236,2025-11-10 21:00:43.908237,2025-02-20 17:56:52.280059,2025-02-20 17:56:52.280059
99,135,sunday,2025-11-10 09:00:43.908408,2025-11-10 21:00:43.908409,2025-05-27 04:17:40.919136,2025-05-27 04:17:40.919136
100,135,monday,2025-11-10 09:00:43.908410,2025-11-10 21:00:43.908411,2025-05-27 04:17:40.919136,2025-05-27 04:17:40.919136
101,135,tuesday,2025-11-10 09:00:43.908413,2025-11-10 21:00:43.908414,2025-05-27 04:17:40.919136,2025-05-27 04:17:40.919136
102,135,wednesday,2025-11-10 09:00:43.908415,2025-11-10 21:00:43.908416,2025-05-27 04:17:40.919136,2025-05-27 04:17:40.919136
103,135,thursday,2025-11-10 09:00:43.908418,2025-11-10 21:00:43.908419,2025-05-27 04:17:40.919136,2025-05-27 04:17:40.919136
104,135,friday,2025-11-10 09:00:43.908420,2025-11-10 21:00:43.908421,2025-05-27 04:17:40.919136,2025-05-27 04:17:40.919136
105,135,saturday,2025-11-10 09:00:43.908422,2025-11-10 21:00:43.908423,2025-05-27 04:17:40.919136,2025-05-27 04:17:40.919136
