customer_id,restaurant_id,created_at,updated_at
22,130,2025-01-18 00:50:08.281771,2025-01-18 00:50:08.281771
22,132,2025-01-18 00:50:08.281771,2025-01-18 00:50:08.281771
23,135,2025-07-15 15:06:37.298393,2025-07-15 15:06:37.298393
23,132,2025-07-15 15:06:37.298393,2025-07-15 15:06:37.298393
24,121,2025-05-11 06:01:02.984059,2025-05-11 06:01:02.984059
24,135,2025-05-11 06:01:02.984059,2025-05-11 06:01:02.984059
25,122,2025-02-20 00:34:01.209279,2025-02-20 00:34:01.209279
25,126,2025-02-20 00:34:01.209279,2025-02-20 00:34:01.209279
26,128,2025-06-08 02:15:13.673746,2025-06-08 02:15:13.673746
26,131,2025-06-08 02:15:13.673746,2025-06-08 02:15:13.673746
27,131,2025-08-15 06:59:59.937456,2025-08-15 06:59:59.937456
27,126,2025-08-15 06:59:59.937456,2025-08-15 06:59:59.937456
28,131,2025-10-16 20:16:58.281096,2025-10-16 20:16:58.281096
28,124,2025-10-16 20:16:58.281096,2025-10-16 20:16:58.281096
29,133,2025-08-22 01:53:40.737700,2025-08-22 01:53:40.737700
29,132,2025-08-22 01:53:40.737700,2025-08-22 01:53:40.737700
30,127,2025-02-23 22:05:17.999658,2025-02-23 22:05:17.999658
30,129,2025-02-23 22:05:17.999658,2025-02-23 22:05:17.999658
31,129,2025-03-22 07:51:30.095389,2025-03-22 07:51:30.095389
31,125,2025-03-22 07:51:30.095389,2025-03-22 07:51:30.095389
32,132,2025-05-08 14:03:45.014258,2025-05-08 14:03:45.014258
32,122,2025-05-08 14:03:45.014258,2025-05-08 14:03:45.014258
33,126,2025-05-27 22:44:01.464226,2025-05-27 22:44:01.464226
33,132,2025-05-27 22:44:01.464226,2025-05-27 22:44:01.464226
34,134,2025-09-20 20:24:20.443795,2025-09-20 20:24:20.443795
34,129,2025-09-20 20:24:20.443795,2025-09-20 20:24:20.443795
35,122,2025-04-19 23:40:58.678896,2025-04-19 23:40:58.678896
35,131,2025-04-19 23:40:58.678896,2025-04-19 23:40:58.678896
36,129,2025-04-29 04:42:10.099368,2025-04-29 04:42:10.099368
36,128,2025-04-29 04:42:10.099368,2025-04-29 04:42:10.099368
37,130,2025-05-05 20:20:58.032598,2025-05-05 20:20:58.032598
37,124,2025-05-05 20:20:58.032598,2025-05-05 20:20:58.032598
38,127,2025-08-05 21:09:36.929493,2025-08-05 21:09:36.929493
38,130,2025-08-05 21:09:36.929493,2025-08-05 21:09:36.929493
39,131,2025-07-14 17:36:57.777542,2025-07-14 17:36:57.777542
39,122,2025-07-14 17:36:57.777542,2025-07-14 17:36:57.777542
40,128,2025-08-20 18:07:46.497547,2025-08-20 18:07:46.497547
40,131,2025-08-20 18:07:46.497547,2025-08-20 18:07:46.497547
41,121,2025-05-08 04:29:53.902329,2025-05-08 04:29:53.902329
41,126,2025-05-08 04:29:53.902329,2025-05-08 04:29:53.902329
42,125,2025-02-07 07:40:17.989732,2025-02-07 07:40:17.989732
42,133,2025-02-07 07:40:17.989732,2025-02-07 07:40:17.989732
43,130,2025-11-02 02:05:39.977972,2025-11-02 02:05:39.977972
43,132,2025-11-02 02:05:39.977972,2025-11-02 02:05:39.977972
44,135,2025-10-11 14:30:04.938279,2025-10-11 14:30:04.938279
44,132,2025-10-11 14:30:04.938279,2025-10-11 14:30:04.938279
45,135,2025-07-12 15:03:42.070362,2025-07-12 15:03:42.070362
45,132,2025-07-12 15:03:42.070362,2025-07-12 15:03:42.070362
46,122,2025-11-10 02:50:03.103390,2025-11-10 02:50:03.103390
46,134,2025-11-10 02:50:03.103390,2025-11-10 02:50:03.103390
47,125,2025-10-30 21:02:54.109048,2025-10-30 21:02:54.109048
47,131,2025-10-30 21:02:54.109048,2025-10-30 21:02:54.109048
48,133,2025-05-21 09:07:31.395597,2025-05-21 09:07:31.395597
48,127,2025-05-21 09:07:31.395597,2025-05-21 09:07:31.395597
49,125,2025-03-27 14:07:12.786639,2025-03-27 14:07:12.786639
49,131,2025-03-27 14:07:12.786639,2025-03-27 14:07:12.786639
50,132,2025-06-29 17:54:43.562043,2025-06-29 17:54:43.562043
50,130,2025-06-29 17:54:43.562043,2025-06-29 17:54:43.562043
51,122,2025-06-09 13:43:07.075052,2025-06-09 13:43:07.075052
51,129,2025-06-09 13:43:07.075052,2025-06-09 13:43:07.075052
52,125,2025-03-29 01:37:53.475337,2025-03-29 01:37:53.475337
52,126,2025-03-29 01:37:53.475337,2025-03-29 01:37:53.475337
53,122,2025-06-05 17:08:08.256196,2025-06-05 17:08:08.256196
53,133,2025-06-05 17:08:08.256196,2025-06-05 17:08:08.256196
54,122,2025-01-29 08:52:49.376692,2025-01-29 08:52:49.376692
54,130,2025-01-29 08:52:49.376692,2025-01-29 08:52:49.376692
55,134,2025-05-13 19:29:08.221212,2025-05-13 19:29:08.221212
55,123,2025-05-13 19:29:08.221212,2025-05-13 19:29:08.221212
56,128,2025-09-12 12:21:08.755557,2025-09-12 12:21:08.755557
56,129,2025-09-12 12:21:08.755557,2025-09-12 12:21:08.755557
57,128,2025-06-05 10:22:15.797553,2025-06-05 10:22:15.797553
57,134,2025-06-05 10:22:15.797553,2025-06-05 10:22:15.797553
58,121,2025-06-06 03:21:12.499222,2025-06-06 03:21:12.499222
58,133,2025-06-06 03:21:12.499222,2025-06-06 03:21:12.499222
59,130,2025-08-05 09:05:32.279438,2025-08-05 09:05:32.279438
59,127,2025-08-05 09:05:32.279438,2025-08-05 09:05:32.279438
60,134,2025-06-09 06:06:43.688356,2025-06-09 06:06:43.688356
60,130,2025-06-09 06:06:43.688356,2025-06-09 06:06:43.688356
61,127,2025-01-13 02:52:23.304224,2025-01-13 02:52:23.304224
61,129,2025-01-13 02:52:23.304224,2025-01-13 02:52:23.304224
62,127,2025-05-10 23:55:29.442612,2025-05-10 23:55:29.442612
62,123,2025-05-10 23:55:29.442612,2025-05-10 23:55:29.442612
63,130,2025-07-04 17:05:04.855814,2025-07-04 17:05:04.855814
63,125,2025-07-04 17:05:04.855814,2025-07-04 17:05:04.855814
64,124,2025-07-09 08:32:12.587417,2025-07-09 08:32:12.587417
64,134,2025-07-09 08:32:12.587417,2025-07-09 08:32:12.587417
65,127,2025-03-23 20:17:00.196686,2025-03-23 20:17:00.196686
65,134,2025-03-23 20:17:00.196686,2025-03-23 20:17:00.196686
66,131,2025-02-15 20:18:44.721828,2025-02-15 20:18:44.721828
66,135,2025-02-15 20:18:44.721828,2025-02-15 20:18:44.721828
67,131,2025-07-07 20:05:44.365624,2025-07-07 20:05:44.365624
67,134,2025-07-07 20:05:44.365624,2025-07-07 20:05:44.365624
68,126,2025-10-14 01:17:51.758929,2025-10-14 01:17:51.758929
68,123,2025-10-14 01:17:51.758929,2025-10-14 01:17:51.758929
69,122,2025-07-23 04:31:01.430751,2025-07-23 04:31:01.430751
69,134,2025-07-23 04:31:01.430751,2025-07-23 04:31:01.430751
70,134,2025-04-09 21:41:27.227541,2025-04-09 21:41:27.227541
70,123,2025-04-09 21:41:27.227541,2025-04-09 21:41:27.227541
71,135,2025-08-07 10:49:17.161107,2025-08-07 10:49:17.161107
71,125,2025-08-07 10:49:17.161107,2025-08-07 10:49:17.161107
72,124,2025-03-16 07:28:44.311268,2025-03-16 07:28:44.311268
72,133,2025-03-16 07:28:44.311268,2025-03-16 07:28:44.311268
73,124,2025-11-08 11:31:54.816236,2025-11-08 11:31:54.816236
73,135,2025-11-08 11:31:54.816236,2025-11-08 11:31:54.816236
74,135,2025-02-05 05:17:04.268759,2025-02-05 05:17:04.268759
74,123,2025-02-05 05:17:04.268759,2025-02-05 05:17:04.268759
75,132,2025-10-26 22:14:06.729158,2025-10-26 22:14:06.729158
75,134,2025-10-26 22:14:06.729158,2025-10-26 22:14:06.729158
76,129,2025-09-09 11:37:11.714817,2025-09-09 11:37:11.714817
76,132,2025-09-09 11:37:11.714817,2025-09-09 11:37:11.714817
77,125,2025-10-13 22:33:35.130068,2025-10-13 22:33:35.130068
77,121,2025-10-13 22:33:35.130068,2025-10-13 22:33:35.130068
78,131,2025-05-23 05:15:07.367106,2025-05-23 05:15:07.367106
78,133,2025-05-23 05:15:07.367106,2025-05-23 05:15:07.367106
79,133,2025-02-25 04:30:55.823963,2025-02-25 04:30:55.823963
79,122,2025-02-25 04:30:55.823963,2025-02-25 04:30:55.823963
80,125,2025-06-01 11:54:25.169358,2025-06-01 11:54:25.169358
80,122,2025-06-01 11:54:25.169358,2025-06-01 11:54:25.169358
81,121,2025-05-25 15:58:08.215369,2025-05-25 15:58:08.215369
81,126,2025-05-25 15:58:08.215369,2025-05-25 15:58:08.215369
82,131,2025-09-04 00:40:48.141393,2025-09-04 00:40:48.141393
82,122,2025-09-04 00:40:48.141393,2025-09-04 00:40:48.141393
83,128,2025-04-03 03:07:12.000923,2025-04-03 03:07:12.000923
83,126,2025-04-03 03:07:12.000923,2025-04-03 03:07:12.000923
84,124,2025-08-26 13:08:29.721007,2025-08-26 13:08:29.721007
84,135,2025-08-26 13:08:29.721007,2025-08-26 13:08:29.721007
85,121,2025-05-20 07:33:41.316645,2025-05-20 07:33:41.316645
85,130,2025-05-20 07:33:41.316645,2025-05-20 07:33:41.316645
86,133,2025-02-24 09:18:18.174797,2025-02-24 09:18:18.174797
86,121,2025-02-24 09:18:18.174797,2025-02-24 09:18:18.174797
87,135,2025-04-26 06:47:21.820656,2025-04-26 06:47:21.820656
87,134,2025-04-26 06:47:21.820656,2025-04-26 06:47:21.820656
88,121,2025-05-16 12:51:39.866408,2025-05-16 12:51:39.866408
88,125,2025-05-16 12:51:39.866408,2025-05-16 12:51:39.866408
89,128,2025-09-07 17:30:05.780107,2025-09-07 17:30:05.780107
89,133,2025-09-07 17:30:05.780107,2025-09-07 17:30:05.780107
90,132,2025-03-02 16:27:22.088351,2025-03-02 16:27:22.088351
90,123,2025-03-02 16:27:22.088351,2025-03-02 16:27:22.088351
91,133,2025-05-19 05:08:05.617913,2025-05-19 05:08:05.617913
91,130,2025-05-19 05:08:05.617913,2025-05-19 05:08:05.617913
92,127,2025-08-09 12:58:42.037079,2025-08-09 12:58:42.037079
92,128,2025-08-09 12:58:42.037079,2025-08-09 12:58:42.037079
93,125,2025-05-06 12:58:01.867598,2025-05-06 12:58:01.867598
93,124,2025-05-06 12:58:01.867598,2025-05-06 12:58:01.867598
94,131,2025-05-16 20:54:31.304413,2025-05-16 20:54:31.304413
94,135,2025-05-16 20:54:31.304413,2025-05-16 20:54:31.304413
95,121,2025-02-16 03:04:55.726244,2025-02-16 03:04:55.726244
95,124,2025-02-16 03:04:55.726244,2025-02-16 03:04:55.726244
96,135,2025-11-10 12:50:05.578324,2025-11-10 12:50:05.578324
96,126,2025-11-10 12:50:05.578324,2025-11-10 12:50:05.578324
97,123,2025-03-21 13:34:28.164691,2025-03-21 13:34:28.164691
97,132,2025-03-21 13:34:28.164691,2025-03-21 13:34:28.164691
98,134,2025-02-14 18:57:13.991197,2025-02-14 18:57:13.991197
98,126,2025-02-14 18:57:13.991197,2025-02-14 18:57:13.991197
99,135,2025-10-13 16:20:10.568890,2025-10-13 16:20:10.568890
99,134,2025-10-13 16:20:10.568890,2025-10-13 16:20:10.568890
100,135,2025-06-03 08:36:17.158125,2025-06-03 08:36:17.158125
100,129,2025-06-03 08:36:17.158125,2025-06-03 08:36:17.158125
