order_id,dish_id,amount,remark,created_at,updated_at
21,25,1,,2025-11-10 15:33:43.912372,2025-11-10 15:33:43.912372
21,31,3,,2025-11-10 15:33:43.912373,2025-11-10 15:33:43.912373
22,106,2,,2025-11-10 15:33:43.912442,2025-11-10 15:33:43.912442
23,141,1,,2025-11-10 15:33:43.912546,2025-11-10 15:33:43.912547
23,142,2,,2025-11-10 15:33:43.912548,2025-11-10 15:33:43.912548
23,147,1,,2025-11-10 15:33:43.912549,2025-11-10 15:33:43.912550
24,101,3,,2025-11-10 15:33:43.912653,2025-11-10 15:33:43.912654
25,67,3,,2025-11-10 15:33:43.912772,2025-11-10 15:33:43.912773
26,140,2,,2025-11-10 15:33:43.913157,2025-11-10 15:33:43.913158
27,24,1,,2025-11-10 15:33:43.913296,2025-11-10 15:33:43.913296
27,27,2,,2025-11-10 15:33:43.913297,2025-11-10 15:33:43.913298
27,30,1,,2025-11-10 15:33:43.913299,2025-11-10 15:33:43.913299
28,158,3,,2025-11-10 15:33:43.913409,2025-11-10 15:33:43.913409
28,152,2,,2025-11-10 15:33:43.913410,2025-11-10 15:33:43.913410
28,159,1,,2025-11-10 15:33:43.913411,2025-11-10 15:33:43.913412
29,2,1,,2025-11-10 15:33:43.913539,2025-11-10 15:33:43.913539
29,8,2,,2025-11-10 15:33:43.913540,2025-11-10 15:33:43.913540
30,111,2,,2025-11-10 15:33:43.913660,2025-11-10 15:33:43.913661
30,110,3,,2025-11-10 15:33:43.913662,2025-11-10 15:33:43.913662
31,8,2,,2025-11-10 15:33:43.913917,2025-11-10 15:33:43.913918
32,57,2,,2025-11-10 15:33:43.913987,2025-11-10 15:33:43.913988
33,98,3,,2025-11-10 15:33:43.914152,2025-11-10 15:33:43.914152
34,112,1,,2025-11-10 15:33:43.914278,2025-11-10 15:33:43.914279
34,104,2,,2025-11-10 15:33:43.914280,2025-11-10 15:33:43.914280
35,8,2,,2025-11-10 15:33:43.914406,2025-11-10 15:33:43.914406
35,6,1,,2025-11-10 15:33:43.914407,2025-11-10 15:33:43.914408
35,3,3,,2025-11-10 15:33:43.914409,2025-11-10 15:33:43.914409
36,67,2,,2025-11-10 15:33:43.914639,2025-11-10 15:33:43.914639
36,66,2,,2025-11-10 15:33:43.914640,2025-11-10 15:33:43.914641
36,70,3,,2025-11-10 15:33:43.914642,2025-11-10 15:33:43.914642
37,42,3,,2025-11-10 15:33:43.914767,2025-11-10 15:33:43.914768
37,47,1,,2025-11-10 15:33:43.914769,2025-11-10 15:33:43.914769
37,46,1,,2025-11-10 15:33:43.914770,2025-11-10 15:33:43.914770
38,145,1,,2025-11-10 15:33:43.914874,2025-11-10 15:33:43.914874
38,144,2,,2025-11-10 15:33:43.914875,2025-11-10 15:33:43.914876
38,140,1,,2025-11-10 15:33:43.914877,2025-11-10 15:33:43.914877
39,28,2,,2025-11-10 15:33:43.915006,2025-11-10 15:33:43.915006
39,24,3,,2025-11-10 15:33:43.915007,2025-11-10 15:33:43.915008
39,30,1,,2025-11-10 15:33:43.915008,2025-11-10 15:33:43.915009
40,144,2,,2025-11-10 15:33:43.915135,2025-11-10 15:33:43.915135
40,146,3,,2025-11-10 15:33:43.915136,2025-11-10 15:33:43.915137
40,141,2,,2025-11-10 15:33:43.915138,2025-11-10 15:33:43.915138
41,40,2,,2025-11-10 15:33:43.915374,2025-11-10 15:33:43.915374
41,38,3,,2025-11-10 15:33:43.915375,2025-11-10 15:33:43.915376
41,39,2,,2025-11-10 15:33:43.915377,2025-11-10 15:33:43.915377
42,37,1,,2025-11-10 15:33:43.915503,2025-11-10 15:33:43.915504
43,44,1,,2025-11-10 15:33:43.915626,2025-11-10 15:33:43.915626
43,42,2,,2025-11-10 15:33:43.915627,2025-11-10 15:33:43.915627
44,88,3,,2025-11-10 15:33:43.915745,2025-11-10 15:33:43.915745
45,153,2,,2025-11-10 15:33:43.915894,2025-11-10 15:33:43.915894
46,87,2,,2025-11-10 15:33:43.916180,2025-11-10 15:33:43.916181
46,91,3,,2025-11-10 15:33:43.916182,2025-11-10 15:33:43.916182
46,94,3,,2025-11-10 15:33:43.916184,2025-11-10 15:33:43.916184
47,87,3,,2025-11-10 15:33:43.916309,2025-11-10 15:33:43.916309
47,83,1,,2025-11-10 15:33:43.916310,2025-11-10 15:33:43.916311
48,45,3,,2025-11-10 15:33:43.916419,2025-11-10 15:33:43.916419
49,103,3,,2025-11-10 15:33:43.916538,2025-11-10 15:33:43.916538
49,108,3,,2025-11-10 15:33:43.916540,2025-11-10 15:33:43.916540
50,142,2,,2025-11-10 15:33:43.916663,2025-11-10 15:33:43.916664
50,141,3,,2025-11-10 15:33:43.916665,2025-11-10 15:33:43.916665
51,143,3,,2025-11-10 15:33:43.916733,2025-11-10 15:33:43.916734
51,146,1,,2025-11-10 15:33:43.916735,2025-11-10 15:33:43.916735
51,147,2,,2025-11-10 15:33:43.916736,2025-11-10 15:33:43.916737
52,46,3,,2025-11-10 15:33:43.916856,2025-11-10 15:33:43.916857
53,25,2,,2025-11-10 15:33:43.916964,2025-11-10 15:33:43.916964
53,29,3,,2025-11-10 15:33:43.916965,2025-11-10 15:33:43.916965
54,42,3,,2025-11-10 15:33:43.917085,2025-11-10 15:33:43.917086
55,47,1,,2025-11-10 15:33:43.917194,2025-11-10 15:33:43.917195
55,41,1,,2025-11-10 15:33:43.917196,2025-11-10 15:33:43.917196
56,138,2,,2025-11-10 15:33:43.917763,2025-11-10 15:33:43.917764
56,130,1,,2025-11-10 15:33:43.917765,2025-11-10 15:33:43.917765
56,129,1,,2025-11-10 15:33:43.917766,2025-11-10 15:33:43.917766
57,81,3,,2025-11-10 15:33:43.917896,2025-11-10 15:33:43.917896
58,122,2,,2025-11-10 15:33:43.918030,2025-11-10 15:33:43.918030
58,115,1,,2025-11-10 15:33:43.918031,2025-11-10 15:33:43.918032
59,49,1,,2025-11-10 15:33:43.918161,2025-11-10 15:33:43.918161
59,59,3,,2025-11-10 15:33:43.918162,2025-11-10 15:33:43.918163
59,52,2,,2025-11-10 15:33:43.918164,2025-11-10 15:33:43.918164
60,95,1,,2025-11-10 15:33:43.918236,2025-11-10 15:33:43.918236
60,97,3,,2025-11-10 15:33:43.918237,2025-11-10 15:33:43.918238
60,99,2,,2025-11-10 15:33:43.918239,2025-11-10 15:33:43.918239
61,141,1,,2025-11-10 15:33:43.918614,2025-11-10 15:33:43.918615
62,74,2,,2025-11-10 15:33:43.918742,2025-11-10 15:33:43.918743
62,80,1,,2025-11-10 15:33:43.918744,2025-11-10 15:33:43.918744
62,75,2,,2025-11-10 15:33:43.918745,2025-11-10 15:33:43.918745
63,148,3,,2025-11-10 15:33:43.918882,2025-11-10 15:33:43.918882
63,154,1,,2025-11-10 15:33:43.918883,2025-11-10 15:33:43.918884
64,101,2,,2025-11-10 15:33:43.918987,2025-11-10 15:33:43.918988
64,100,2,,2025-11-10 15:33:43.918989,2025-11-10 15:33:43.918989
64,99,2,,2025-11-10 15:33:43.918991,2025-11-10 15:33:43.918991
65,69,1,,2025-11-10 15:33:43.919103,2025-11-10 15:33:43.919104
65,66,1,,2025-11-10 15:33:43.919105,2025-11-10 15:33:43.919105
65,62,2,,2025-11-10 15:33:43.919106,2025-11-10 15:33:43.919106
66,26,3,,2025-11-10 15:33:43.919411,2025-11-10 15:33:43.919412
66,29,2,,2025-11-10 15:33:43.919413,2025-11-10 15:33:43.919413
67,139,2,,2025-11-10 15:33:43.919534,2025-11-10 15:33:43.919535
68,110,1,,2025-11-10 15:33:43.919655,2025-11-10 15:33:43.919655
68,108,3,,2025-11-10 15:33:43.919656,2025-11-10 15:33:43.919657
69,112,1,,2025-11-10 15:33:43.919824,2025-11-10 15:33:43.919824
70,144,3,,2025-11-10 15:33:43.919947,2025-11-10 15:33:43.919948
70,140,2,,2025-11-10 15:33:43.919949,2025-11-10 15:33:43.919949
70,147,3,,2025-11-10 15:33:43.919950,2025-11-10 15:33:43.919950
71,70,1,,2025-11-10 15:33:43.920350,2025-11-10 15:33:43.920350
71,71,1,,2025-11-10 15:33:43.920352,2025-11-10 15:33:43.920352
72,160,3,,2025-11-10 15:33:43.920455,2025-11-10 15:33:43.920456
73,112,3,,2025-11-10 15:33:43.920544,2025-11-10 15:33:43.920545
73,108,3,,2025-11-10 15:33:43.920546,2025-11-10 15:33:43.920546
73,113,1,,2025-11-10 15:33:43.920547,2025-11-10 15:33:43.920547
74,45,3,,2025-11-10 15:33:43.920687,2025-11-10 15:33:43.920687
74,48,2,,2025-11-10 15:33:43.920688,2025-11-10 15:33:43.920688
74,42,3,,2025-11-10 15:33:43.920689,2025-11-10 15:33:43.920690
75,140,2,,2025-11-10 15:33:43.920798,2025-11-10 15:33:43.920798
75,145,3,,2025-11-10 15:33:43.920799,2025-11-10 15:33:43.920800
75,142,1,,2025-11-10 15:33:43.920801,2025-11-10 15:33:43.920801
76,31,1,,2025-11-10 15:33:43.921050,2025-11-10 15:33:43.921051
77,124,3,,2025-11-10 15:33:43.921175,2025-11-10 15:33:43.921175
77,123,1,,2025-11-10 15:33:43.921176,2025-11-10 15:33:43.921177
78,4,2,,2025-11-10 15:33:43.921316,2025-11-10 15:33:43.921316
78,5,1,,2025-11-10 15:33:43.921317,2025-11-10 15:33:43.921318
78,8,3,,2025-11-10 15:33:43.921318,2025-11-10 15:33:43.921319
79,57,2,,2025-11-10 15:33:43.921474,2025-11-10 15:33:43.921474
80,101,1,,2025-11-10 15:33:43.921583,2025-11-10 15:33:43.921583
80,99,1,,2025-11-10 15:33:43.921584,2025-11-10 15:33:43.921585
80,100,2,,2025-11-10 15:33:43.921585,2025-11-10 15:33:43.921586
81,46,2,,2025-11-10 15:33:43.921748,2025-11-10 15:33:43.921748
81,41,2,,2025-11-10 15:33:43.921749,2025-11-10 15:33:43.921749
82,75,2,,2025-11-10 15:33:43.922025,2025-11-10 15:33:43.922026
82,76,1,,2025-11-10 15:33:43.922027,2025-11-10 15:33:43.922027
83,99,3,,2025-11-10 15:33:43.922186,2025-11-10 15:33:43.922186
83,96,2,,2025-11-10 15:33:43.922187,2025-11-10 15:33:43.922188
83,98,1,,2025-11-10 15:33:43.922189,2025-11-10 15:33:43.922189
84,138,2,,2025-11-10 15:33:43.922323,2025-11-10 15:33:43.922323
85,55,3,,2025-11-10 15:33:43.922431,2025-11-10 15:33:43.922431
86,83,2,,2025-11-10 15:33:43.922734,2025-11-10 15:33:43.922735
86,88,2,,2025-11-10 15:33:43.922736,2025-11-10 15:33:43.922736
86,93,2,,2025-11-10 15:33:43.922737,2025-11-10 15:33:43.922738
87,45,2,,2025-11-10 15:33:43.922850,2025-11-10 15:33:43.922850
87,41,3,,2025-11-10 15:33:43.922851,2025-11-10 15:33:43.922851
88,83,2,,2025-11-10 15:33:43.922975,2025-11-10 15:33:43.922976
88,91,3,,2025-11-10 15:33:43.922977,2025-11-10 15:33:43.922977
88,89,1,,2025-11-10 15:33:43.922978,2025-11-10 15:33:43.922978
89,87,1,,2025-11-10 15:33:43.923101,2025-11-10 15:33:43.923101
90,86,2,,2025-11-10 15:33:43.923253,2025-11-10 15:33:43.923254
90,89,2,,2025-11-10 15:33:43.923255,2025-11-10 15:33:43.923255
90,83,1,,2025-11-10 15:33:43.923256,2025-11-10 15:33:43.923256
91,35,1,,2025-11-10 15:33:43.923660,2025-11-10 15:33:43.923660
91,32,1,,2025-11-10 15:33:43.923661,2025-11-10 15:33:43.923662
92,117,2,,2025-11-10 15:33:43.923809,2025-11-10 15:33:43.923809
93,40,3,,2025-11-10 15:33:43.923934,2025-11-10 15:33:43.923935
93,38,3,,2025-11-10 15:33:43.923936,2025-11-10 15:33:43.923936
94,26,1,,2025-11-10 15:33:43.924079,2025-11-10 15:33:43.924079
94,24,1,,2025-11-10 15:33:43.924080,2025-11-10 15:33:43.924080
95,94,3,,2025-11-10 15:33:43.924188,2025-11-10 15:33:43.924189
96,6,1,,2025-11-10 15:33:43.924522,2025-11-10 15:33:43.924522
96,1,1,,2025-11-10 15:33:43.924523,2025-11-10 15:33:43.924524
97,28,3,,2025-11-10 15:33:43.924651,2025-11-10 15:33:43.924651
98,50,3,,2025-11-10 15:33:43.924774,2025-11-10 15:33:43.924775
98,57,2,,2025-11-10 15:33:43.924776,2025-11-10 15:33:43.924776
98,56,1,,2025-11-10 15:33:43.924777,2025-11-10 15:33:43.924778
99,153,1,,2025-11-10 15:33:43.924903,2025-11-10 15:33:43.924903
99,149,1,,2025-11-10 15:33:43.924905,2025-11-10 15:33:43.924905
100,148,3,,2025-11-10 15:33:43.925026,2025-11-10 15:33:43.925027
100,151,1,,2025-11-10 15:33:43.925028,2025-11-10 15:33:43.925028
100,158,1,,2025-11-10 15:33:43.925029,2025-11-10 15:33:43.925029
101,154,2,,2025-11-10 15:33:43.925406,2025-11-10 15:33:43.925407
101,160,3,,2025-11-10 15:33:43.925408,2025-11-10 15:33:43.925408
101,155,3,,2025-11-10 15:33:43.925409,2025-11-10 15:33:43.925409
102,136,3,,2025-11-10 15:33:43.925535,2025-11-10 15:33:43.925535
102,134,1,,2025-11-10 15:33:43.925536,2025-11-10 15:33:43.925537
103,114,1,,2025-11-10 15:33:43.925656,2025-11-10 15:33:43.925656
104,95,3,,2025-11-10 15:33:43.925767,2025-11-10 15:33:43.925767
104,100,3,,2025-11-10 15:33:43.925768,2025-11-10 15:33:43.925768
104,102,3,,2025-11-10 15:33:43.925769,2025-11-10 15:33:43.925770
105,96,2,,2025-11-10 15:33:43.925875,2025-11-10 15:33:43.925876
106,115,3,,2025-11-10 15:33:43.926193,2025-11-10 15:33:43.926193
107,93,2,,2025-11-10 15:33:43.926313,2025-11-10 15:33:43.926313
108,106,2,,2025-11-10 15:33:43.926456,2025-11-10 15:33:43.926456
108,104,3,,2025-11-10 15:33:43.926458,2025-11-10 15:33:43.926458
109,141,2,,2025-11-10 15:33:43.926580,2025-11-10 15:33:43.926581
110,45,1,,2025-11-10 15:33:43.926649,2025-11-10 15:33:43.926650
111,97,2,,2025-11-10 15:33:43.926949,2025-11-10 15:33:43.926950
111,100,1,,2025-11-10 15:33:43.926951,2025-11-10 15:33:43.926951
112,1,2,,2025-11-10 15:33:43.927089,2025-11-10 15:33:43.927089
112,2,1,,2025-11-10 15:33:43.927090,2025-11-10 15:33:43.927091
112,4,3,,2025-11-10 15:33:43.927092,2025-11-10 15:33:43.927092
113,149,3,,2025-11-10 15:33:43.927229,2025-11-10 15:33:43.927229
114,30,1,,2025-11-10 15:33:43.927339,2025-11-10 15:33:43.927340
114,26,3,,2025-11-10 15:33:43.927341,2025-11-10 15:33:43.927341
115,74,2,,2025-11-10 15:33:43.927585,2025-11-10 15:33:43.927586
115,80,1,,2025-11-10 15:33:43.927587,2025-11-10 15:33:43.927587
115,78,1,,2025-11-10 15:33:43.927588,2025-11-10 15:33:43.927588
116,158,3,,2025-11-10 15:33:43.927968,2025-11-10 15:33:43.927969
116,156,3,,2025-11-10 15:33:43.927970,2025-11-10 15:33:43.927970
117,50,3,,2025-11-10 15:33:43.928135,2025-11-10 15:33:43.928135
117,52,2,,2025-11-10 15:33:43.928136,2025-11-10 15:33:43.928136
117,49,1,,2025-11-10 15:33:43.928137,2025-11-10 15:33:43.928138
118,52,1,,2025-11-10 15:33:43.928281,2025-11-10 15:33:43.928281
118,57,3,,2025-11-10 15:33:43.928282,2025-11-10 15:33:43.928283
118,60,2,,2025-11-10 15:33:43.928284,2025-11-10 15:33:43.928284
119,111,1,,2025-11-10 15:33:43.928391,2025-11-10 15:33:43.928391
119,106,3,,2025-11-10 15:33:43.928392,2025-11-10 15:33:43.928392
120,43,2,,2025-11-10 15:33:43.928519,2025-11-10 15:33:43.928519
121,106,1,,2025-11-10 15:33:43.928712,2025-11-10 15:33:43.928712
121,110,3,,2025-11-10 15:33:43.928713,2025-11-10 15:33:43.928713
122,53,1,,2025-11-10 15:33:43.928821,2025-11-10 15:33:43.928821
123,41,3,,2025-11-10 15:33:43.928907,2025-11-10 15:33:43.928907
123,45,3,,2025-11-10 15:33:43.928908,2025-11-10 15:33:43.928909
124,103,3,,2025-11-10 15:33:43.929069,2025-11-10 15:33:43.929070
124,108,3,,2025-11-10 15:33:43.929070,2025-11-10 15:33:43.929071
125,95,1,,2025-11-10 15:33:43.929207,2025-11-10 15:33:43.929207
125,101,3,,2025-11-10 15:33:43.929208,2025-11-10 15:33:43.929208
125,100,1,,2025-11-10 15:33:43.929209,2025-11-10 15:33:43.929210
126,63,1,,2025-11-10 15:33:43.929540,2025-11-10 15:33:43.929541
126,73,3,,2025-11-10 15:33:43.929542,2025-11-10 15:33:43.929542
127,41,3,,2025-11-10 15:33:43.929668,2025-11-10 15:33:43.929668
127,44,3,,2025-11-10 15:33:43.929669,2025-11-10 15:33:43.929669
127,43,3,,2025-11-10 15:33:43.929670,2025-11-10 15:33:43.929671
128,141,2,,2025-11-10 15:33:43.929789,2025-11-10 15:33:43.929789
129,8,2,,2025-11-10 15:33:43.929908,2025-11-10 15:33:43.929908
129,1,3,,2025-11-10 15:33:43.929909,2025-11-10 15:33:43.929909
130,68,2,,2025-11-10 15:33:43.930046,2025-11-10 15:33:43.930046
131,47,1,,2025-11-10 15:33:43.930320,2025-11-10 15:33:43.930320
131,42,2,,2025-11-10 15:33:43.930321,2025-11-10 15:33:43.930322
131,48,1,,2025-11-10 15:33:43.930323,2025-11-10 15:33:43.930323
132,109,2,,2025-11-10 15:33:43.930444,2025-11-10 15:33:43.930444
132,110,2,,2025-11-10 15:33:43.930445,2025-11-10 15:33:43.930445
133,97,2,,2025-11-10 15:33:43.930546,2025-11-10 15:33:43.930546
134,142,2,,2025-11-10 15:33:43.930665,2025-11-10 15:33:43.930665
134,143,2,,2025-11-10 15:33:43.930666,2025-11-10 15:33:43.930667
135,139,2,,2025-11-10 15:33:43.930787,2025-11-10 15:33:43.930788
135,131,2,,2025-11-10 15:33:43.930789,2025-11-10 15:33:43.930789
136,126,1,,2025-11-10 15:33:43.931167,2025-11-10 15:33:43.931168
136,119,2,,2025-11-10 15:33:43.931169,2025-11-10 15:33:43.931169
136,117,2,,2025-11-10 15:33:43.931170,2025-11-10 15:33:43.931170
137,61,2,,2025-11-10 15:33:43.931242,2025-11-10 15:33:43.931242
137,66,2,,2025-11-10 15:33:43.931243,2025-11-10 15:33:43.931244
138,105,3,,2025-11-10 15:33:43.931348,2025-11-10 15:33:43.931349
138,112,2,,2025-11-10 15:33:43.931350,2025-11-10 15:33:43.931350
139,113,1,,2025-11-10 15:33:43.931492,2025-11-10 15:33:43.931493
139,107,1,,2025-11-10 15:33:43.931494,2025-11-10 15:33:43.931494
140,143,3,,2025-11-10 15:33:43.931515,2025-11-10 15:33:43.931516
141,85,3,,2025-11-10 15:33:43.931776,2025-11-10 15:33:43.931777
141,90,2,,2025-11-10 15:33:43.931778,2025-11-10 15:33:43.931778
141,89,1,,2025-11-10 15:33:43.931779,2025-11-10 15:33:43.931779
142,38,3,,2025-11-10 15:33:43.931802,2025-11-10 15:33:43.931802
142,36,3,,2025-11-10 15:33:43.931803,2025-11-10 15:33:43.931804
142,40,1,,2025-11-10 15:33:43.931805,2025-11-10 15:33:43.931805
143,84,1,,2025-11-10 15:33:43.931950,2025-11-10 15:33:43.931951
144,41,2,,2025-11-10 15:33:43.932071,2025-11-10 15:33:43.932071
144,42,2,,2025-11-10 15:33:43.932072,2025-11-10 15:33:43.932073
145,121,3,,2025-11-10 15:33:43.932181,2025-11-10 15:33:43.932181
146,96,3,,2025-11-10 15:33:43.932458,2025-11-10 15:33:43.932458
146,99,1,,2025-11-10 15:33:43.932459,2025-11-10 15:33:43.932460
146,101,1,,2025-11-10 15:33:43.932461,2025-11-10 15:33:43.932461
147,148,2,,2025-11-10 15:33:43.932604,2025-11-10 15:33:43.932604
147,156,2,,2025-11-10 15:33:43.932605,2025-11-10 15:33:43.932606
148,31,1,,2025-11-10 15:33:43.932752,2025-11-10 15:33:43.932752
148,26,2,,2025-11-10 15:33:43.932753,2025-11-10 15:33:43.932753
149,100,2,,2025-11-10 15:33:43.932873,2025-11-10 15:33:43.932873
149,98,2,,2025-11-10 15:33:43.932876,2025-11-10 15:33:43.932876
149,99,1,,2025-11-10 15:33:43.932877,2025-11-10 15:33:43.932878
150,137,3,,2025-11-10 15:33:43.933008,2025-11-10 15:33:43.933009
150,130,1,,2025-11-10 15:33:43.933009,2025-11-10 15:33:43.933010
150,133,2,,2025-11-10 15:33:43.933011,2025-11-10 15:33:43.933011
151,24,2,,2025-11-10 15:33:43.933421,2025-11-10 15:33:43.933421
151,25,2,,2025-11-10 15:33:43.933422,2025-11-10 15:33:43.933423
152,131,2,,2025-11-10 15:33:43.933445,2025-11-10 15:33:43.933445
152,133,2,,2025-11-10 15:33:43.933446,2025-11-10 15:33:43.933447
153,55,2,,2025-11-10 15:33:43.933595,2025-11-10 15:33:43.933596
154,47,2,,2025-11-10 15:33:43.933731,2025-11-10 15:33:43.933732
155,92,1,,2025-11-10 15:33:43.933800,2025-11-10 15:33:43.933800
156,50,1,,2025-11-10 15:33:43.934071,2025-11-10 15:33:43.934071
157,111,2,,2025-11-10 15:33:43.934215,2025-11-10 15:33:43.934215
158,45,3,,2025-11-10 15:33:43.934341,2025-11-10 15:33:43.934342
158,43,3,,2025-11-10 15:33:43.934343,2025-11-10 15:33:43.934343
158,44,2,,2025-11-10 15:33:43.934344,2025-11-10 15:33:43.934345
159,147,1,,2025-11-10 15:33:43.934465,2025-11-10 15:33:43.934465
160,64,3,,2025-11-10 15:33:43.934583,2025-11-10 15:33:43.934584
161,159,1,,2025-11-10 15:33:43.934868,2025-11-10 15:33:43.934869
161,158,2,,2025-11-10 15:33:43.934870,2025-11-10 15:33:43.934870
162,52,1,,2025-11-10 15:33:43.935003,2025-11-10 15:33:43.935003
163,1,3,,2025-11-10 15:33:43.935127,2025-11-10 15:33:43.935128
163,3,1,,2025-11-10 15:33:43.935129,2025-11-10 15:33:43.935129
164,117,3,,2025-11-10 15:33:43.935231,2025-11-10 15:33:43.935231
165,114,1,,2025-11-10 15:33:43.935356,2025-11-10 15:33:43.935356
165,117,1,,2025-11-10 15:33:43.935357,2025-11-10 15:33:43.935358
166,10,3,,2025-11-10 15:33:43.935595,2025-11-10 15:33:43.935595
167,15,3,,2025-11-10 15:33:43.935721,2025-11-10 15:33:43.935722
167,18,2,,2025-11-10 15:33:43.935723,2025-11-10 15:33:43.935723
167,20,2,,2025-11-10 15:33:43.935724,2025-11-10 15:33:43.935725
168,130,1,,2025-11-10 15:33:43.935861,2025-11-10 15:33:43.935861
168,128,3,,2025-11-10 15:33:43.935862,2025-11-10 15:33:43.935863
168,139,3,,2025-11-10 15:33:43.935864,2025-11-10 15:33:43.935864
169,150,1,,2025-11-10 15:33:43.935972,2025-11-10 15:33:43.935973
169,156,1,,2025-11-10 15:33:43.935974,2025-11-10 15:33:43.935974
170,58,2,,2025-11-10 15:33:43.936117,2025-11-10 15:33:43.936118
170,51,3,,2025-11-10 15:33:43.936119,2025-11-10 15:33:43.936119
170,57,2,,2025-11-10 15:33:43.936120,2025-11-10 15:33:43.936120
171,19,1,,2025-11-10 15:33:43.936369,2025-11-10 15:33:43.936370
171,22,1,,2025-11-10 15:33:43.936371,2025-11-10 15:33:43.936371
172,113,2,,2025-11-10 15:33:43.936489,2025-11-10 15:33:43.936490
172,108,3,,2025-11-10 15:33:43.936491,2025-11-10 15:33:43.936491
172,104,1,,2025-11-10 15:33:43.936492,2025-11-10 15:33:43.936492
173,153,1,,2025-11-10 15:33:43.936633,2025-11-10 15:33:43.936633
173,151,1,,2025-11-10 15:33:43.936634,2025-11-10 15:33:43.936634
173,154,1,,2025-11-10 15:33:43.936635,2025-11-10 15:33:43.936636
174,140,3,,2025-11-10 15:33:43.936743,2025-11-10 15:33:43.936743
174,147,3,,2025-11-10 15:33:43.936744,2025-11-10 15:33:43.936745
175,80,1,,2025-11-10 15:33:43.936866,2025-11-10 15:33:43.936866
175,82,3,,2025-11-10 15:33:43.936867,2025-11-10 15:33:43.936868
176,74,1,,2025-11-10 15:33:43.937255,2025-11-10 15:33:43.937255
177,75,3,,2025-11-10 15:33:43.937358,2025-11-10 15:33:43.937358
177,79,3,,2025-11-10 15:33:43.937360,2025-11-10 15:33:43.937360
178,134,1,,2025-11-10 15:33:43.937467,2025-11-10 15:33:43.937467
178,136,2,,2025-11-10 15:33:43.937468,2025-11-10 15:33:43.937469
179,137,2,,2025-11-10 15:33:43.937735,2025-11-10 15:33:43.937735
