customer_id,dish_id,created_at,updated_at
31,8,2025-11-04 12:24:51.163143,2025-11-04 12:24:51.163143
31,109,2025-11-04 12:24:51.163143,2025-11-04 12:24:51.163143
31,98,2025-11-04 12:24:51.163143,2025-11-04 12:24:51.163143
32,105,2025-09-06 14:41:23.130444,2025-09-06 14:41:23.130444
32,204,2025-09-06 14:41:23.130444,2025-09-06 14:41:23.130444
32,123,2025-09-06 14:41:23.130444,2025-09-06 14:41:23.130444
32,165,2025-09-06 14:41:23.130444,2025-09-06 14:41:23.130444
32,145,2025-09-06 14:41:23.130444,2025-09-06 14:41:23.130444
33,134,2025-10-17 04:09:21.111044,2025-10-17 04:09:21.111044
33,185,2025-10-17 04:09:21.111044,2025-10-17 04:09:21.111044
33,255,2025-10-17 04:09:21.111044,2025-10-17 04:09:21.111044
34,105,2025-09-20 17:31:52.351807,2025-09-20 17:31:52.351807
34,190,2025-09-20 17:31:52.351807,2025-09-20 17:31:52.351807
34,161,2025-09-20 17:31:52.351807,2025-09-20 17:31:52.351807
35,9,2025-07-01 06:44:36.373120,2025-07-01 06:44:36.373120
35,134,2025-07-01 06:44:36.373120,2025-07-01 06:44:36.373120
36,169,2025-07-04 22:45:21.838141,2025-07-04 22:45:21.838141
36,118,2025-07-04 22:45:21.838141,2025-07-04 22:45:21.838141
37,173,2025-06-30 05:56:06.817201,2025-06-30 05:56:06.817201
37,132,2025-06-30 05:56:06.817201,2025-06-30 05:56:06.817201
37,251,2025-06-30 05:56:06.817201,2025-06-30 05:56:06.817201
37,252,2025-06-30 05:56:06.817201,2025-06-30 05:56:06.817201
37,236,2025-06-30 05:56:06.817201,2025-06-30 05:56:06.817201
38,72,2025-10-25 04:18:04.706869,2025-10-25 04:18:04.706869
38,251,2025-10-25 04:18:04.706869,2025-10-25 04:18:04.706869
39,18,2025-07-26 10:10:26.656392,2025-07-26 10:10:26.656392
40,212,2025-11-13 03:50:23.519975,2025-11-13 03:50:23.519975
41,78,2025-10-22 07:57:32.143076,2025-10-22 07:57:32.143076
42,234,2025-05-30 15:49:39.565527,2025-05-30 15:49:39.565527
42,192,2025-05-30 15:49:39.565527,2025-05-30 15:49:39.565527
42,31,2025-05-30 15:49:39.565527,2025-05-30 15:49:39.565527
42,248,2025-05-30 15:49:39.565527,2025-05-30 15:49:39.565527
42,250,2025-05-30 15:49:39.565527,2025-05-30 15:49:39.565527
43,211,2025-06-28 10:35:33.011998,2025-06-28 10:35:33.011998
43,7,2025-06-28 10:35:33.011998,2025-06-28 10:35:33.011998
43,9,2025-06-28 10:35:33.011998,2025-06-28 10:35:33.011998
43,141,2025-06-28 10:35:33.011998,2025-06-28 10:35:33.011998
43,147,2025-06-28 10:35:33.011998,2025-06-28 10:35:33.011998
44,92,2025-06-18 01:30:49.501746,2025-06-18 01:30:49.501746
44,55,2025-06-18 01:30:49.501746,2025-06-18 01:30:49.501746
44,50,2025-06-18 01:30:49.501746,2025-06-18 01:30:49.501746
44,77,2025-06-18 01:30:49.501746,2025-06-18 01:30:49.501746
45,130,2025-09-08 05:04:52.032089,2025-09-08 05:04:52.032089
45,182,2025-09-08 05:04:52.032089,2025-09-08 05:04:52.032089
45,137,2025-09-08 05:04:52.032089,2025-09-08 05:04:52.032089
45,204,2025-09-08 05:04:52.032089,2025-09-08 05:04:52.032089
45,41,2025-09-08 05:04:52.032089,2025-09-08 05:04:52.032089
46,125,2025-08-15 02:05:02.907619,2025-08-15 02:05:02.907619
46,116,2025-08-15 02:05:02.907619,2025-08-15 02:05:02.907619
46,154,2025-08-15 02:05:02.907619,2025-08-15 02:05:02.907619
46,42,2025-08-15 02:05:02.907619,2025-08-15 02:05:02.907619
46,17,2025-08-15 02:05:02.907619,2025-08-15 02:05:02.907619
47,194,2025-06-22 23:05:40.660786,2025-06-22 23:05:40.660786
47,244,2025-06-22 23:05:40.660786,2025-06-22 23:05:40.660786
47,29,2025-06-22 23:05:40.660786,2025-06-22 23:05:40.660786
47,5,2025-06-22 23:05:40.660786,2025-06-22 23:05:40.660786
48,170,2025-11-04 16:26:04.394926,2025-11-04 16:26:04.394926
48,49,2025-11-04 16:26:04.394926,2025-11-04 16:26:04.394926
48,22,2025-11-04 16:26:04.394926,2025-11-04 16:26:04.394926
48,118,2025-11-04 16:26:04.394926,2025-11-04 16:26:04.394926
49,24,2025-11-09 05:05:46.268827,2025-11-09 05:05:46.268827
49,39,2025-11-09 05:05:46.268827,2025-11-09 05:05:46.268827
49,144,2025-11-09 05:05:46.268827,2025-11-09 05:05:46.268827
50,107,2025-11-14 19:05:09.507396,2025-11-14 19:05:09.507396
51,84,2025-07-14 12:42:47.442912,2025-07-14 12:42:47.442912
51,124,2025-07-14 12:42:47.442912,2025-07-14 12:42:47.442912
51,200,2025-07-14 12:42:47.442912,2025-07-14 12:42:47.442912
52,41,2025-10-03 22:51:34.693119,2025-10-03 22:51:34.693119
52,257,2025-10-03 22:51:34.693119,2025-10-03 22:51:34.693119
53,119,2025-08-17 09:16:18.698669,2025-08-17 09:16:18.698669
53,39,2025-08-17 09:16:18.698669,2025-08-17 09:16:18.698669
53,175,2025-08-17 09:16:18.698669,2025-08-17 09:16:18.698669
53,204,2025-08-17 09:16:18.698669,2025-08-17 09:16:18.698669
54,252,2025-06-07 21:07:43.062019,2025-06-07 21:07:43.062019
54,117,2025-06-07 21:07:43.062019,2025-06-07 21:07:43.062019
54,183,2025-06-07 21:07:43.062019,2025-06-07 21:07:43.062019
54,193,2025-06-07 21:07:43.062019,2025-06-07 21:07:43.062019
55,152,2025-06-07 03:47:21.291696,2025-06-07 03:47:21.291696
56,138,2025-09-13 15:23:26.969065,2025-09-13 15:23:26.969065
57,200,2025-05-25 17:36:29.545508,2025-05-25 17:36:29.545508
57,163,2025-05-25 17:36:29.545508,2025-05-25 17:36:29.545508
58,158,2025-10-08 01:17:22.401781,2025-10-08 01:17:22.401781
59,68,2025-11-04 07:24:50.993365,2025-11-04 07:24:50.993365
60,230,2025-10-21 11:28:24.153572,2025-10-21 11:28:24.153572
60,209,2025-10-21 11:28:24.153572,2025-10-21 11:28:24.153572
60,53,2025-10-21 11:28:24.153572,2025-10-21 11:28:24.153572
60,14,2025-10-21 11:28:24.153572,2025-10-21 11:28:24.153572
61,48,2025-09-24 17:23:18.980616,2025-09-24 17:23:18.980616
61,167,2025-09-24 17:23:18.980616,2025-09-24 17:23:18.980616
61,198,2025-09-24 17:23:18.980616,2025-09-24 17:23:18.980616
61,7,2025-09-24 17:23:18.980616,2025-09-24 17:23:18.980616
61,150,2025-09-24 17:23:18.980616,2025-09-24 17:23:18.980616
62,125,2025-09-25 07:34:55.893904,2025-09-25 07:34:55.893904
62,87,2025-09-25 07:34:55.893904,2025-09-25 07:34:55.893904
62,195,2025-09-25 07:34:55.893904,2025-09-25 07:34:55.893904
62,72,2025-09-25 07:34:55.893904,2025-09-25 07:34:55.893904
62,138,2025-09-25 07:34:55.893904,2025-09-25 07:34:55.893904
63,33,2025-07-17 13:57:01.707199,2025-07-17 13:57:01.707199
63,86,2025-07-17 13:57:01.707199,2025-07-17 13:57:01.707199
64,248,2025-06-08 16:47:10.575449,2025-06-08 16:47:10.575449
64,40,2025-06-08 16:47:10.575449,2025-06-08 16:47:10.575449
64,185,2025-06-08 16:47:10.575449,2025-06-08 16:47:10.575449
65,101,2025-08-19 20:50:21.995597,2025-08-19 20:50:21.995597
65,235,2025-08-19 20:50:21.995597,2025-08-19 20:50:21.995597
65,55,2025-08-19 20:50:21.995597,2025-08-19 20:50:21.995597
65,70,2025-08-19 20:50:21.995597,2025-08-19 20:50:21.995597
65,156,2025-08-19 20:50:21.995597,2025-08-19 20:50:21.995597
66,195,2025-07-20 19:13:42.866660,2025-07-20 19:13:42.866660
66,169,2025-07-20 19:13:42.866660,2025-07-20 19:13:42.866660
66,226,2025-07-20 19:13:42.866660,2025-07-20 19:13:42.866660
67,165,2025-09-25 03:25:05.422027,2025-09-25 03:25:05.422027
67,103,2025-09-25 03:25:05.422027,2025-09-25 03:25:05.422027
67,246,2025-09-25 03:25:05.422027,2025-09-25 03:25:05.422027
68,150,2025-07-21 16:10:14.303787,2025-07-21 16:10:14.303787
68,252,2025-07-21 16:10:14.303787,2025-07-21 16:10:14.303787
68,125,2025-07-21 16:10:14.303787,2025-07-21 16:10:14.303787
69,187,2025-07-27 00:41:26.000782,2025-07-27 00:41:26.000782
69,59,2025-07-27 00:41:26.000782,2025-07-27 00:41:26.000782
69,103,2025-07-27 00:41:26.000782,2025-07-27 00:41:26.000782
69,93,2025-07-27 00:41:26.000782,2025-07-27 00:41:26.000782
70,225,2025-09-06 13:47:41.174683,2025-09-06 13:47:41.174683
70,150,2025-09-06 13:47:41.174683,2025-09-06 13:47:41.174683
71,156,2025-06-28 05:36:41.645926,2025-06-28 05:36:41.645926
71,124,2025-06-28 05:36:41.645926,2025-06-28 05:36:41.645926
72,38,2025-06-30 15:52:59.717490,2025-06-30 15:52:59.717490
72,230,2025-06-30 15:52:59.717490,2025-06-30 15:52:59.717490
72,246,2025-06-30 15:52:59.717490,2025-06-30 15:52:59.717490
72,206,2025-06-30 15:52:59.717490,2025-06-30 15:52:59.717490
73,44,2025-10-30 10:14:22.167581,2025-10-30 10:14:22.167581
73,56,2025-10-30 10:14:22.167581,2025-10-30 10:14:22.167581
73,128,2025-10-30 10:14:22.167581,2025-10-30 10:14:22.167581
74,205,2025-09-13 02:05:30.529412,2025-09-13 02:05:30.529412
74,170,2025-09-13 02:05:30.529412,2025-09-13 02:05:30.529412
74,221,2025-09-13 02:05:30.529412,2025-09-13 02:05:30.529412
74,55,2025-09-13 02:05:30.529412,2025-09-13 02:05:30.529412
74,6,2025-09-13 02:05:30.529412,2025-09-13 02:05:30.529412
75,114,2025-06-30 22:26:55.665541,2025-06-30 22:26:55.665541
75,229,2025-06-30 22:26:55.665541,2025-06-30 22:26:55.665541
76,257,2025-10-07 12:07:01.705844,2025-10-07 12:07:01.705844
76,78,2025-10-07 12:07:01.705844,2025-10-07 12:07:01.705844
76,177,2025-10-07 12:07:01.705844,2025-10-07 12:07:01.705844
76,13,2025-10-07 12:07:01.705844,2025-10-07 12:07:01.705844
76,248,2025-10-07 12:07:01.705844,2025-10-07 12:07:01.705844
77,44,2025-09-24 17:55:41.846309,2025-09-24 17:55:41.846309
77,60,2025-09-24 17:55:41.846309,2025-09-24 17:55:41.846309
77,73,2025-09-24 17:55:41.846309,2025-09-24 17:55:41.846309
77,179,2025-09-24 17:55:41.846309,2025-09-24 17:55:41.846309
78,248,2025-05-22 09:36:31.435239,2025-05-22 09:36:31.435239
78,179,2025-05-22 09:36:31.435239,2025-05-22 09:36:31.435239
79,164,2025-10-20 23:39:54.206299,2025-10-20 23:39:54.206299
79,35,2025-10-20 23:39:54.206299,2025-10-20 23:39:54.206299
79,154,2025-10-20 23:39:54.206299,2025-10-20 23:39:54.206299
79,23,2025-10-20 23:39:54.206299,2025-10-20 23:39:54.206299
80,85,2025-07-30 06:33:25.332150,2025-07-30 06:33:25.332150
