id,restaurant_id,week_day,opening_time,closing_time,created_at,updated_at
88,118,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-17 07:34:22.822490,2025-09-17 07:34:22.822490
89,118,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-17 07:34:22.822490,2025-09-17 07:34:22.822490
90,118,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-17 07:34:22.822490,2025-09-17 07:34:22.822490
91,118,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-09-17 07:34:22.822490,2025-09-17 07:34:22.822490
92,119,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-11-08 15:20:49.617506,2025-11-08 15:20:49.617506
93,119,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-11-08 15:20:49.617506,2025-11-08 15:20:49.617506
94,119,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-11-08 15:20:49.617506,2025-11-08 15:20:49.617506
95,119,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-11-08 15:20:49.617506,2025-11-08 15:20:49.617506
96,119,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-11-08 15:20:49.617506,2025-11-08 15:20:49.617506
97,119,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-11-08 15:20:49.617506,2025-11-08 15:20:49.617506
98,119,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-11-08 15:20:49.617506,2025-11-08 15:20:49.617506
99,120,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-31 06:29:59.271965,2025-05-31 06:29:59.271965
100,120,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-31 06:29:59.271965,2025-05-31 06:29:59.271965
101,120,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-31 06:29:59.271965,2025-05-31 06:29:59.271965
102,120,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-31 06:29:59.271965,2025-05-31 06:29:59.271965
103,120,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-31 06:29:59.271965,2025-05-31 06:29:59.271965
104,120,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-31 06:29:59.271965,2025-05-31 06:29:59.271965
105,120,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-31 06:29:59.271965,2025-05-31 06:29:59.271965
106,121,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-25 15:55:51.910480,2025-05-25 15:55:51.910480
107,121,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-25 15:55:51.910480,2025-05-25 15:55:51.910480
108,121,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-25 15:55:51.910480,2025-05-25 15:55:51.910480
109,121,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-25 15:55:51.910480,2025-05-25 15:55:51.910480
110,121,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-25 15:55:51.910480,2025-05-25 15:55:51.910480
111,121,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-25 15:55:51.910480,2025-05-25 15:55:51.910480
112,121,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-05-25 15:55:51.910480,2025-05-25 15:55:51.910480
113,122,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-02 01:05:00.369108,2025-07-02 01:05:00.369108
114,122,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-02 01:05:00.369108,2025-07-02 01:05:00.369108
115,122,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-02 01:05:00.369108,2025-07-02 01:05:00.369108
116,122,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-02 01:05:00.369108,2025-07-02 01:05:00.369108
117,122,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-02 01:05:00.369108,2025-07-02 01:05:00.369108
118,122,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-02 01:05:00.369108,2025-07-02 01:05:00.369108
119,122,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-02 01:05:00.369108,2025-07-02 01:05:00.369108
120,123,sunday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-22 12:58:26.245749,2025-07-22 12:58:26.245749
121,123,monday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-22 12:58:26.245749,2025-07-22 12:58:26.245749
122,123,tuesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-22 12:58:26.245749,2025-07-22 12:58:26.245749
123,123,wednesday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-22 12:58:26.245749,2025-07-22 12:58:26.245749
124,123,thursday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-22 12:58:26.245749,2025-07-22 12:58:26.245749
125,123,friday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-22 12:58:26.245749,2025-07-22 12:58:26.245749
126,123,saturday,2025-11-14 09:00:00,2025-11-14 22:00:00,2025-07-22 12:58:26.245749,2025-07-22 12:58:26.245749
