order_id,dish_id,amount,remark,created_at,updated_at
35,43,2,,2025-11-12 04:15:46.871855,2025-11-12 04:15:46.871855
36,24,2,,2025-10-07 13:59:06.692642,2025-10-07 13:59:06.692642
37,15,1,,2025-11-04 20:21:32.704043,2025-11-04 20:21:32.704043
37,8,1,,2025-11-04 20:21:32.704043,2025-11-04 20:21:32.704043
38,39,1,,2025-10-16 02:34:10.244762,2025-10-16 02:34:10.244762
38,34,3,,2025-10-16 02:34:10.244762,2025-10-16 02:34:10.244762
38,31,2,,2025-10-16 02:34:10.244762,2025-10-16 02:34:10.244762
39,28,2,,2025-10-02 09:50:24.141654,2025-10-02 09:50:24.141654
40,127,1,,2025-10-24 21:00:26.922919,2025-10-24 21:00:26.922919
40,122,3,,2025-10-24 21:00:26.922919,2025-10-24 21:00:26.922919
41,189,1,,2025-11-10 02:03:55.637100,2025-11-10 02:03:55.637100
42,157,1,,2025-10-12 06:40:06.740533,2025-10-12 06:40:06.740533
42,154,2,,2025-10-12 06:40:06.740533,2025-10-12 06:40:06.740533
43,109,2,,2025-10-11 06:00:37.052787,2025-10-11 06:00:37.052787
43,110,1,,2025-10-11 06:00:37.052787,2025-10-11 06:00:37.052787
43,103,1,,2025-10-11 06:00:37.052787,2025-10-11 06:00:37.052787
44,95,1,,2025-11-13 16:30:57.906653,2025-11-13 16:30:57.906653
44,88,3,,2025-11-13 16:30:57.906653,2025-11-13 16:30:57.906653
45,149,1,,2025-11-02 11:10:07.548296,2025-11-02 11:10:07.548296
46,228,1,,2025-10-01 14:59:30.012342,2025-10-01 14:59:30.012342
46,225,2,,2025-10-01 14:59:30.012342,2025-10-01 14:59:30.012342
46,231,2,,2025-10-01 14:59:30.012342,2025-10-01 14:59:30.012342
47,105,2,,2025-10-24 01:50:32.950049,2025-10-24 01:50:32.950049
47,117,2,,2025-10-24 01:50:32.950049,2025-10-24 01:50:32.950049
47,106,1,,2025-10-24 01:50:32.950049,2025-10-24 01:50:32.950049
48,88,3,,2025-10-19 12:04:37.959994,2025-10-19 12:04:37.959994
49,228,3,,2025-10-19 21:52:03.896308,2025-10-19 21:52:03.896308
49,231,3,,2025-10-19 21:52:03.896308,2025-10-19 21:52:03.896308
50,142,1,,2025-10-05 07:23:14.090271,2025-10-05 07:23:14.090271
51,164,1,,2025-10-01 07:02:08.569698,2025-10-01 07:02:08.569698
51,149,1,,2025-10-01 07:02:08.569698,2025-10-01 07:02:08.569698
51,155,1,,2025-10-01 07:02:08.569698,2025-10-01 07:02:08.569698
52,103,1,,2025-11-14 11:24:43.419182,2025-11-14 11:24:43.419182
53,224,2,,2025-11-08 16:53:10.392451,2025-11-08 16:53:10.392451
54,227,2,,2025-10-02 15:29:54.494785,2025-10-02 15:29:54.494785
54,224,1,,2025-10-02 15:29:54.494785,2025-10-02 15:29:54.494785
54,231,2,,2025-10-02 15:29:54.494785,2025-10-02 15:29:54.494785
55,29,3,,2025-10-02 02:43:14.949350,2025-10-02 02:43:14.949350
56,30,2,,2025-10-27 09:32:50.389389,2025-10-27 09:32:50.389389
56,38,1,,2025-10-27 09:32:50.389389,2025-10-27 09:32:50.389389
57,36,1,,2025-10-15 11:00:04.081786,2025-10-15 11:00:04.081786
57,33,1,,2025-10-15 11:00:04.081786,2025-10-15 11:00:04.081786
57,32,2,,2025-10-15 11:00:04.081786,2025-10-15 11:00:04.081786
58,236,3,,2025-10-30 22:53:59.606386,2025-10-30 22:53:59.606386
58,241,1,,2025-10-30 22:53:59.606386,2025-10-30 22:53:59.606386
59,225,3,,2025-10-06 18:19:56.625619,2025-10-06 18:19:56.625619
60,228,2,,2025-11-06 04:40:37.270215,2025-11-06 04:40:37.270215
60,223,2,,2025-11-06 04:40:37.270215,2025-11-06 04:40:37.270215
61,69,3,,2025-11-09 01:33:53.005294,2025-11-09 01:33:53.005294
61,65,3,,2025-11-09 01:33:53.005294,2025-11-09 01:33:53.005294
62,182,3,,2025-10-23 01:58:54.626252,2025-10-23 01:58:54.626252
63,97,1,,2025-11-06 22:35:39.929412,2025-11-06 22:35:39.929412
63,99,3,,2025-11-06 22:35:39.929412,2025-11-06 22:35:39.929412
64,30,1,,2025-10-29 08:14:43.733346,2025-10-29 08:14:43.733346
64,36,1,,2025-10-29 08:14:43.733346,2025-10-29 08:14:43.733346
65,5,2,,2025-11-06 01:11:28.302721,2025-11-06 01:11:28.302721
65,6,3,,2025-11-06 01:11:28.302721,2025-11-06 01:11:28.302721
66,184,3,,2025-10-19 04:21:18.626200,2025-10-19 04:21:18.626200
66,183,2,,2025-10-19 04:21:18.626200,2025-10-19 04:21:18.626200
66,191,2,,2025-10-19 04:21:18.626200,2025-10-19 04:21:18.626200
67,131,1,,2025-10-22 10:40:06.451898,2025-10-22 10:40:06.451898
67,130,1,,2025-10-22 10:40:06.451898,2025-10-22 10:40:06.451898
67,124,3,,2025-10-22 10:40:06.451898,2025-10-22 10:40:06.451898
68,93,3,,2025-11-01 14:28:33.972717,2025-11-01 14:28:33.972717
68,96,2,,2025-11-01 14:28:33.972717,2025-11-01 14:28:33.972717
69,62,2,,2025-10-24 01:04:55.313879,2025-10-24 01:04:55.313879
69,69,3,,2025-10-24 01:04:55.313879,2025-10-24 01:04:55.313879
69,66,1,,2025-10-24 01:04:55.313879,2025-10-24 01:04:55.313879
70,175,3,,2025-10-27 20:43:15.792415,2025-10-27 20:43:15.792415
70,180,3,,2025-10-27 20:43:15.792415,2025-10-27 20:43:15.792415
71,187,2,,2025-10-14 08:56:21.108821,2025-10-14 08:56:21.108821
71,189,2,,2025-10-14 08:56:21.108821,2025-10-14 08:56:21.108821
71,183,3,,2025-10-14 08:56:21.108821,2025-10-14 08:56:21.108821
72,154,1,,2025-10-11 21:04:01.992693,2025-10-11 21:04:01.992693
72,159,1,,2025-10-11 21:04:01.992693,2025-10-11 21:04:01.992693
72,164,3,,2025-10-11 21:04:01.992693,2025-10-11 21:04:01.992693
73,200,1,,2025-11-04 13:38:57.484336,2025-11-04 13:38:57.484336
73,201,3,,2025-11-04 13:38:57.484336,2025-11-04 13:38:57.484336
74,113,3,,2025-10-20 05:33:02.957372,2025-10-20 05:33:02.957372
75,221,1,,2025-10-11 20:22:02.193383,2025-10-11 20:22:02.193383
75,222,2,,2025-10-11 20:22:02.193383,2025-10-11 20:22:02.193383
75,215,2,,2025-10-11 20:22:02.193383,2025-10-11 20:22:02.193383
76,69,1,,2025-10-12 11:18:49.598004,2025-10-12 11:18:49.598004
77,19,2,,2025-11-08 03:54:41.486664,2025-11-08 03:54:41.486664
77,20,2,,2025-11-08 03:54:41.486664,2025-11-08 03:54:41.486664
77,29,1,,2025-11-08 03:54:41.486664,2025-11-08 03:54:41.486664
78,14,1,,2025-11-03 11:40:44.317295,2025-11-03 11:40:44.317295
78,4,2,,2025-11-03 11:40:44.317295,2025-11-03 11:40:44.317295
79,232,3,,2025-10-16 04:29:50.577654,2025-10-16 04:29:50.577654
80,149,3,,2025-10-10 14:33:40.166969,2025-10-10 14:33:40.166969
81,123,1,,2025-10-18 17:42:01.159154,2025-10-18 17:42:01.159154
81,127,1,,2025-10-18 17:42:01.159154,2025-10-18 17:42:01.159154
81,124,2,,2025-10-18 17:42:01.159154,2025-10-18 17:42:01.159154
82,121,2,,2025-11-02 11:45:51.293501,2025-11-02 11:45:51.293501
82,125,2,,2025-11-02 11:45:51.293501,2025-11-02 11:45:51.293501
82,130,2,,2025-11-02 11:45:51.293501,2025-11-02 11:45:51.293501
83,20,2,,2025-10-11 03:10:39.292124,2025-10-11 03:10:39.292124
84,5,2,,2025-10-23 15:40:13.038026,2025-10-23 15:40:13.038026
84,16,1,,2025-10-23 15:40:13.038026,2025-10-23 15:40:13.038026
84,17,1,,2025-10-23 15:40:13.038026,2025-10-23 15:40:13.038026
85,244,3,,2025-10-16 19:23:50.115592,2025-10-16 19:23:50.115592
85,236,3,,2025-10-16 19:23:50.115592,2025-10-16 19:23:50.115592
85,241,2,,2025-10-16 19:23:50.115592,2025-10-16 19:23:50.115592
86,150,1,,2025-10-31 06:36:40.217023,2025-10-31 06:36:40.217023
86,156,2,,2025-10-31 06:36:40.217023,2025-10-31 06:36:40.217023
87,13,1,,2025-11-10 16:24:01.844132,2025-11-10 16:24:01.844132
88,222,1,,2025-11-01 08:34:06.249053,2025-11-01 08:34:06.249053
88,220,3,,2025-11-01 08:34:06.249053,2025-11-01 08:34:06.249053
89,198,1,,2025-10-12 10:15:20.530132,2025-10-12 10:15:20.530132
90,54,1,,2025-11-06 21:25:44.664350,2025-11-06 21:25:44.664350
90,56,3,,2025-11-06 21:25:44.664350,2025-11-06 21:25:44.664350
91,85,2,,2025-10-19 13:03:10.984864,2025-10-19 13:03:10.984864
91,74,3,,2025-10-19 13:03:10.984864,2025-10-19 13:03:10.984864
91,73,2,,2025-10-19 13:03:10.984864,2025-10-19 13:03:10.984864
92,243,3,,2025-10-14 08:38:02.431546,2025-10-14 08:38:02.431546
92,240,2,,2025-10-14 08:38:02.431546,2025-10-14 08:38:02.431546
93,152,3,,2025-10-28 23:23:29.733242,2025-10-28 23:23:29.733242
93,160,2,,2025-10-28 23:23:29.733242,2025-10-28 23:23:29.733242
93,157,3,,2025-10-28 23:23:29.733242,2025-10-28 23:23:29.733242
94,140,1,,2025-10-11 07:20:33.258903,2025-10-11 07:20:33.258903
94,136,3,,2025-10-11 07:20:33.258903,2025-10-11 07:20:33.258903
94,145,1,,2025-10-11 07:20:33.258903,2025-10-11 07:20:33.258903
95,191,1,,2025-10-05 13:43:24.489763,2025-10-05 13:43:24.489763
96,9,3,,2025-10-15 05:19:13.147799,2025-10-15 05:19:13.147799
96,7,3,,2025-10-15 05:19:13.147799,2025-10-15 05:19:13.147799
96,15,3,,2025-10-15 05:19:13.147799,2025-10-15 05:19:13.147799
97,83,2,,2025-10-12 09:55:06.481958,2025-10-12 09:55:06.481958
98,60,3,,2025-11-01 17:05:09.488593,2025-11-01 17:05:09.488593
99,246,3,,2025-10-06 06:37:15.680184,2025-10-06 06:37:15.680184
99,250,2,,2025-10-06 06:37:15.680184,2025-10-06 06:37:15.680184
100,112,1,,2025-11-04 03:34:59.832848,2025-11-04 03:34:59.832848
101,138,1,,2025-11-02 22:51:07.442024,2025-11-02 22:51:07.442024
101,142,3,,2025-11-02 22:51:07.442024,2025-11-02 22:51:07.442024
101,140,3,,2025-11-02 22:51:07.442024,2025-11-02 22:51:07.442024
102,57,3,,2025-10-11 15:36:21.390843,2025-10-11 15:36:21.390843
103,23,2,,2025-10-24 13:07:17.572644,2025-10-24 13:07:17.572644
104,40,1,,2025-10-30 20:35:42.906467,2025-10-30 20:35:42.906467
104,42,2,,2025-10-30 20:35:42.906467,2025-10-30 20:35:42.906467
104,41,3,,2025-10-30 20:35:42.906467,2025-10-30 20:35:42.906467
105,6,2,,2025-10-11 12:00:41.076506,2025-10-11 12:00:41.076506
105,8,3,,2025-10-11 12:00:41.076506,2025-10-11 12:00:41.076506
106,97,3,,2025-10-28 05:28:41.741115,2025-10-28 05:28:41.741115
106,89,2,,2025-10-28 05:28:41.741115,2025-10-28 05:28:41.741115
106,92,1,,2025-10-28 05:28:41.741115,2025-10-28 05:28:41.741115
107,228,1,,2025-10-21 13:05:57.718696,2025-10-21 13:05:57.718696
107,225,1,,2025-10-21 13:05:57.718696,2025-10-21 13:05:57.718696
108,179,3,,2025-10-09 18:03:22.320997,2025-10-09 18:03:22.320997
108,171,3,,2025-10-09 18:03:22.320997,2025-10-09 18:03:22.320997
109,247,1,,2025-10-10 06:20:56.581369,2025-10-10 06:20:56.581369
110,235,3,,2025-10-03 05:58:09.151870,2025-10-03 05:58:09.151870
110,241,2,,2025-10-03 05:58:09.151870,2025-10-03 05:58:09.151870
110,238,3,,2025-10-03 05:58:09.151870,2025-10-03 05:58:09.151870
111,74,3,,2025-10-17 02:55:37.403048,2025-10-17 02:55:37.403048
111,79,1,,2025-10-17 02:55:37.403048,2025-10-17 02:55:37.403048
111,85,3,,2025-10-17 02:55:37.403048,2025-10-17 02:55:37.403048
112,181,2,,2025-11-13 19:43:04.022258,2025-11-13 19:43:04.022258
112,180,1,,2025-11-13 19:43:04.022258,2025-11-13 19:43:04.022258
113,34,2,,2025-10-29 22:45:10.175555,2025-10-29 22:45:10.175555
113,36,2,,2025-10-29 22:45:10.175555,2025-10-29 22:45:10.175555
113,33,3,,2025-10-29 22:45:10.175555,2025-10-29 22:45:10.175555
114,122,3,,2025-10-10 01:32:13.561498,2025-10-10 01:32:13.561498
115,226,1,,2025-10-11 15:18:32.573033,2025-10-11 15:18:32.573033
115,232,1,,2025-10-11 15:18:32.573033,2025-10-11 15:18:32.573033
116,244,1,,2025-10-07 15:23:32.890435,2025-10-07 15:23:32.890435
116,235,2,,2025-10-07 15:23:32.890435,2025-10-07 15:23:32.890435
117,71,2,,2025-10-09 06:21:34.570029,2025-10-09 06:21:34.570029
117,70,2,,2025-10-09 06:21:34.570029,2025-10-09 06:21:34.570029
117,60,3,,2025-10-09 06:21:34.570029,2025-10-09 06:21:34.570029
118,241,3,,2025-11-02 20:50:57.099840,2025-11-02 20:50:57.099840
118,237,1,,2025-11-02 20:50:57.099840,2025-11-02 20:50:57.099840
118,236,3,,2025-11-02 20:50:57.099840,2025-11-02 20:50:57.099840
119,14,3,,2025-11-05 13:31:37.888540,2025-11-05 13:31:37.888540
119,17,3,,2025-11-05 13:31:37.888540,2025-11-05 13:31:37.888540
119,18,2,,2025-11-05 13:31:37.888540,2025-11-05 13:31:37.888540
120,44,1,,2025-10-05 12:54:50.253268,2025-10-05 12:54:50.253268
120,48,2,,2025-10-05 12:54:50.253268,2025-10-05 12:54:50.253268
121,243,3,,2025-10-21 09:57:24.296216,2025-10-21 09:57:24.296216
122,128,3,,2025-11-12 03:40:18.788932,2025-11-12 03:40:18.788932
122,126,2,,2025-11-12 03:40:18.788932,2025-11-12 03:40:18.788932
123,249,2,,2025-10-31 09:51:26.373856,2025-10-31 09:51:26.373856
123,257,3,,2025-10-31 09:51:26.373856,2025-10-31 09:51:26.373856
124,56,3,,2025-10-16 11:41:23.185572,2025-10-16 11:41:23.185572
125,229,3,,2025-10-12 22:05:54.879294,2025-10-12 22:05:54.879294
125,224,1,,2025-10-12 22:05:54.879294,2025-10-12 22:05:54.879294
125,233,3,,2025-10-12 22:05:54.879294,2025-10-12 22:05:54.879294
126,29,3,,2025-11-01 23:24:23.254215,2025-11-01 23:24:23.254215
127,76,2,,2025-10-11 07:59:39.772445,2025-10-11 07:59:39.772445
128,98,3,,2025-10-09 04:46:44.840460,2025-10-09 04:46:44.840460
128,95,1,,2025-10-09 04:46:44.840460,2025-10-09 04:46:44.840460
129,127,2,,2025-10-20 17:47:50.595653,2025-10-20 17:47:50.595653
129,126,2,,2025-10-20 17:47:50.595653,2025-10-20 17:47:50.595653
129,129,3,,2025-10-20 17:47:50.595653,2025-10-20 17:47:50.595653
130,115,1,,2025-10-01 22:52:59.805982,2025-10-01 22:52:59.805982
130,113,2,,2025-10-01 22:52:59.805982,2025-10-01 22:52:59.805982
131,92,1,,2025-11-12 18:15:36.182046,2025-11-12 18:15:36.182046
131,89,1,,2025-11-12 18:15:36.182046,2025-11-12 18:15:36.182046
132,55,3,,2025-10-16 02:35:50.535533,2025-10-16 02:35:50.535533
133,122,3,,2025-11-08 07:35:36.437005,2025-11-08 07:35:36.437005
133,128,1,,2025-11-08 07:35:36.437005,2025-11-08 07:35:36.437005
134,73,1,,2025-10-17 07:03:23.979189,2025-10-17 07:03:23.979189
134,83,3,,2025-10-17 07:03:23.979189,2025-10-17 07:03:23.979189
135,154,2,,2025-10-27 15:24:40.124212,2025-10-27 15:24:40.124212
135,164,2,,2025-10-27 15:24:40.124212,2025-10-27 15:24:40.124212
136,60,3,,2025-10-08 15:40:33.913840,2025-10-08 15:40:33.913840
136,65,3,,2025-10-08 15:40:33.913840,2025-10-08 15:40:33.913840
136,58,3,,2025-10-08 15:40:33.913840,2025-10-08 15:40:33.913840
137,75,1,,2025-10-17 03:40:40.214138,2025-10-17 03:40:40.214138
138,91,2,,2025-11-13 21:45:46.269011,2025-11-13 21:45:46.269011
138,98,3,,2025-11-13 21:45:46.269011,2025-11-13 21:45:46.269011
138,90,2,,2025-11-13 21:45:46.269011,2025-11-13 21:45:46.269011
139,84,1,,2025-11-12 10:08:35.821541,2025-11-12 10:08:35.821541
139,77,1,,2025-11-12 10:08:35.821541,2025-11-12 10:08:35.821541
139,78,1,,2025-11-12 10:08:35.821541,2025-11-12 10:08:35.821541
140,125,1,,2025-10-16 11:07:50.509192,2025-10-16 11:07:50.509192
140,129,1,,2025-10-16 11:07:50.509192,2025-10-16 11:07:50.509192
141,17,1,,2025-10-01 18:29:05.212879,2025-10-01 18:29:05.212879
141,3,3,,2025-10-01 18:29:05.212879,2025-10-01 18:29:05.212879
142,66,2,,2025-10-30 00:43:34.987505,2025-10-30 00:43:34.987505
143,66,3,,2025-10-21 15:40:00.443479,2025-10-21 15:40:00.443479
143,60,2,,2025-10-21 15:40:00.443479,2025-10-21 15:40:00.443479
143,67,3,,2025-10-21 15:40:00.443479,2025-10-21 15:40:00.443479
144,132,3,,2025-11-11 09:05:50.708308,2025-11-11 09:05:50.708308
145,139,2,,2025-10-09 03:57:56.522800,2025-10-09 03:57:56.522800
145,132,2,,2025-10-09 03:57:56.522800,2025-10-09 03:57:56.522800
145,140,1,,2025-10-09 03:57:56.522800,2025-10-09 03:57:56.522800
146,110,1,,2025-10-03 16:41:03.857723,2025-10-03 16:41:03.857723
146,111,1,,2025-10-03 16:41:03.857723,2025-10-03 16:41:03.857723
146,119,2,,2025-10-03 16:41:03.857723,2025-10-03 16:41:03.857723
147,86,1,,2025-10-01 12:42:33.752527,2025-10-01 12:42:33.752527
147,88,1,,2025-10-01 12:42:33.752527,2025-10-01 12:42:33.752527
148,201,2,,2025-10-23 16:23:18.982928,2025-10-23 16:23:18.982928
148,199,1,,2025-10-23 16:23:18.982928,2025-10-23 16:23:18.982928
149,85,1,,2025-10-05 12:47:18.725468,2025-10-05 12:47:18.725468
150,89,2,,2025-11-06 22:51:57.980665,2025-11-06 22:51:57.980665
150,94,2,,2025-11-06 22:51:57.980665,2025-11-06 22:51:57.980665
151,143,1,,2025-10-06 03:22:23.486941,2025-10-06 03:22:23.486941
152,47,2,,2025-10-01 01:18:31.095438,2025-10-01 01:18:31.095438
152,40,3,,2025-10-01 01:18:31.095438,2025-10-01 01:18:31.095438
153,24,1,,2025-10-28 19:58:34.257743,2025-10-28 19:58:34.257743
154,127,3,,2025-11-01 16:03:07.739270,2025-11-01 16:03:07.739270
155,32,1,,2025-11-02 21:13:13.626610,2025-11-02 21:13:13.626610
155,37,3,,2025-11-02 21:13:13.626610,2025-11-02 21:13:13.626610
155,34,3,,2025-11-02 21:13:13.626610,2025-11-02 21:13:13.626610
156,151,1,,2025-10-14 15:57:22.224391,2025-10-14 15:57:22.224391
156,161,3,,2025-10-14 15:57:22.224391,2025-10-14 15:57:22.224391
156,152,2,,2025-10-14 15:57:22.224391,2025-10-14 15:57:22.224391
157,87,3,,2025-10-14 17:46:54.062892,2025-10-14 17:46:54.062892
158,30,3,,2025-10-14 13:17:22.470031,2025-10-14 13:17:22.470031
158,35,1,,2025-10-14 13:17:22.470031,2025-10-14 13:17:22.470031
159,236,1,,2025-10-26 01:05:17.356680,2025-10-26 01:05:17.356680
160,195,1,,2025-11-08 00:06:27.487946,2025-11-08 00:06:27.487946
160,203,1,,2025-11-08 00:06:27.487946,2025-11-08 00:06:27.487946
160,199,1,,2025-11-08 00:06:27.487946,2025-11-08 00:06:27.487946
161,162,3,,2025-11-09 01:09:56.410458,2025-11-09 01:09:56.410458
161,165,1,,2025-11-09 01:09:56.410458,2025-11-09 01:09:56.410458
162,5,1,,2025-10-21 10:54:09.242109,2025-10-21 10:54:09.242109
162,10,2,,2025-10-21 10:54:09.242109,2025-10-21 10:54:09.242109
162,1,1,,2025-10-21 10:54:09.242109,2025-10-21 10:54:09.242109
163,110,3,,2025-11-08 21:41:22.949644,2025-11-08 21:41:22.949644
164,49,2,,2025-10-01 18:18:24.316240,2025-10-01 18:18:24.316240
164,41,2,,2025-10-01 18:18:24.316240,2025-10-01 18:18:24.316240
164,52,2,,2025-10-01 18:18:24.316240,2025-10-01 18:18:24.316240
165,13,1,,2025-10-15 21:12:17.484470,2025-10-15 21:12:17.484470
165,2,2,,2025-10-15 21:12:17.484470,2025-10-15 21:12:17.484470
165,10,3,,2025-10-15 21:12:17.484470,2025-10-15 21:12:17.484470
166,238,1,,2025-10-17 17:25:20.904283,2025-10-17 17:25:20.904283
167,38,2,,2025-11-07 14:34:51.870625,2025-11-07 14:34:51.870625
167,36,3,,2025-11-07 14:34:51.870625,2025-11-07 14:34:51.870625
168,238,2,,2025-10-01 01:23:30.995476,2025-10-01 01:23:30.995476
169,81,1,,2025-10-13 17:21:25.659766,2025-10-13 17:21:25.659766
169,84,1,,2025-10-13 17:21:25.659766,2025-10-13 17:21:25.659766
170,142,1,,2025-11-04 20:09:33.448553,2025-11-04 20:09:33.448553
171,239,3,,2025-10-30 20:20:12.874542,2025-10-30 20:20:12.874542
172,130,2,,2025-10-06 04:58:20.956264,2025-10-06 04:58:20.956264
172,125,1,,2025-10-06 04:58:20.956264,2025-10-06 04:58:20.956264
172,121,2,,2025-10-06 04:58:20.956264,2025-10-06 04:58:20.956264
173,33,1,,2025-10-24 04:54:59.374041,2025-10-24 04:54:59.374041
174,130,1,,2025-10-10 11:47:34.363571,2025-10-10 11:47:34.363571
175,109,3,,2025-11-06 11:58:44.707078,2025-11-06 11:58:44.707078
175,106,2,,2025-11-06 11:58:44.707078,2025-11-06 11:58:44.707078
176,95,1,,2025-10-09 00:21:37.102606,2025-10-09 00:21:37.102606
177,14,3,,2025-10-06 00:13:55.127744,2025-10-06 00:13:55.127744
177,18,2,,2025-10-06 00:13:55.127744,2025-10-06 00:13:55.127744
178,129,2,,2025-11-13 21:32:16.781744,2025-11-13 21:32:16.781744
178,131,1,,2025-11-13 21:32:16.781744,2025-11-13 21:32:16.781744
178,123,3,,2025-11-13 21:32:16.781744,2025-11-13 21:32:16.781744
179,79,1,,2025-10-20 04:14:10.194802,2025-10-20 04:14:10.194802
179,85,2,,2025-10-20 04:14:10.194802,2025-10-20 04:14:10.194802
180,88,2,,2025-11-12 10:15:31.145269,2025-11-12 10:15:31.145269
181,192,3,,2025-10-28 14:00:31.681970,2025-10-28 14:00:31.681970
182,25,2,,2025-10-21 21:23:09.571073,2025-10-21 21:23:09.571073
182,27,2,,2025-10-21 21:23:09.571073,2025-10-21 21:23:09.571073
182,19,2,,2025-10-21 21:23:09.571073,2025-10-21 21:23:09.571073
183,83,1,,2025-10-29 13:04:34.977150,2025-10-29 13:04:34.977150
183,80,1,,2025-10-29 13:04:34.977150,2025-10-29 13:04:34.977150
